Epoch,Generator Loss,Discriminator Loss
109,-1.9297274351119995,0.1656360626220703
110,-1.8318792581558228,-0.2717146873474121
111,-1.6075382232666016,0.1009131669998169
112,-1.5706113576889038,-0.08135437965393066
113,-1.5071557760238647,-0.27774763107299805
114,-1.5647385120391846,0.16308462619781494
115,-1.4918019771575928,-0.19189119338989258
116,-1.7501529455184937,-0.7684230208396912
117,-1.0618150234222412,-0.5591962933540344
118,-0.7080116868019104,-0.10824006795883179
119,-0.7256534695625305,-0.482200026512146
120,-1.3333873748779297,-0.2834535837173462
121,-1.3543658256530762,-0.32599949836730957
122,-1.5876610279083252,-0.3853510618209839
123,-1.4659779071807861,-0.3804778456687927
124,-1.3038671016693115,0.4102991819381714
125,-1.3828539848327637,-0.09837234020233154
126,-1.67344331741333,-0.4262979030609131
127,-1.56724214553833,0.2999211549758911
128,-1.7165521383285522,-0.2692033052444458
129,-1.995493769645691,-0.49455904960632324
130,-1.6294156312942505,0.16512572765350342
131,-1.3514236211776733,0.35238659381866455
132,-1.3038108348846436,-0.08041155338287354
133,-1.083570957183838,0.06448304653167725
134,-1.3457677364349365,-0.16488981246948242
135,-1.0557971000671387,-0.141076922416687
136,-1.0281883478164673,0.19446027278900146
137,-1.4882967472076416,0.14134013652801514
138,-0.9957625269889832,0.2565983533859253
139,-1.3517965078353882,-0.17367792129516602
140,-1.953132152557373,0.31863677501678467
141,-1.8110026121139526,-0.5141021013259888
142,-1.138359546661377,-0.8730504512786865
143,-1.554802656173706,-0.15117955207824707
144,-1.3061801195144653,-0.4110114574432373
145,-1.8187847137451172,0.45255064964294434
146,-1.7987033128738403,0.1188732385635376
147,-1.759701132774353,-0.058660030364990234
148,-1.9120781421661377,-0.08483827114105225
149,-1.652017593383789,-0.14876878261566162
150,-2.0250725746154785,-0.7189395427703857
151,-1.624491810798645,-0.27418816089630127
152,-1.7887896299362183,-0.7800133228302002
153,-1.7154124975204468,0.6180821657180786
154,-1.4661396741867065,-0.7158380746841431
155,-1.8277595043182373,-0.30862486362457275
156,-1.4669262170791626,-0.23461711406707764
157,-1.8878871202468872,-1.0250214338302612
158,-1.8942170143127441,-0.6446740627288818
159,-1.3800235986709595,-0.3854506015777588
160,-1.3670533895492554,0.12470614910125732
161,-1.3130104541778564,-0.7306568622589111
162,-1.2687851190567017,-0.4575423002243042
163,-1.5467694997787476,-0.623796820640564
164,-1.8690937757492065,-0.07398092746734619
165,-1.381910800933838,0.32180893421173096
166,-1.3388208150863647,-0.1020510196685791
167,-1.0271016359329224,-0.3954280614852905
168,-1.3447966575622559,-0.2502530813217163
169,-1.6318687200546265,-0.04476308822631836
170,-0.9976440668106079,0.08863461017608643
171,-0.8773514032363892,0.09403717517852783
172,-1.5400867462158203,-0.09341740608215332
173,-1.6093887090682983,-1.1770784854888916
174,-1.9436228275299072,-0.5702452659606934
175,-2.1182734966278076,-0.4899427890777588
176,-1.476574182510376,-0.6782342195510864
177,-1.595141053199768,-0.004365324974060059
178,-1.330417513847351,-0.6965104341506958
179,-1.4350348711013794,-0.9570205211639404
180,-1.2749916315078735,-0.2899491786956787
181,-1.0711073875427246,-0.6283499002456665
182,-1.5607635974884033,-0.634727418422699
183,-1.4888139963150024,0.2850814461708069
184,-1.3950620889663696,0.0120011568069458
185,-1.574749231338501,-0.10243499279022217
186,-0.8285700678825378,-0.2835134267807007
187,-1.447740912437439,-0.36439722776412964
188,-0.8203439116477966,-0.003271341323852539
189,-0.9179579615592957,-0.7905197143554688
190,-0.7901994585990906,-0.6292347311973572
191,-1.480792760848999,-0.9248814582824707
192,-1.0348368883132935,-1.3140108585357666
193,-1.23922860622406,0.3565235137939453
194,-1.0680499076843262,-0.22020089626312256
195,-1.4343762397766113,0.21512889862060547
196,-0.9268006682395935,-0.15589284896850586
197,-0.9407780170440674,-0.039424777030944824
198,-0.987214207649231,-0.6276728510856628
199,-1.2422409057617188,-0.5159546136856079
200,-1.70723557472229,-0.4344226121902466
201,-0.930010974407196,0.3476458787918091
202,-1.364495038986206,-1.2440104484558105
203,-0.7169873714447021,-1.141092300415039
204,-1.3738099336624146,-0.379692018032074
205,-0.9629434943199158,-0.9788783192634583
206,-0.9928473234176636,-0.37729668617248535
207,-0.8553869128227234,-0.28698623180389404
208,-1.157531976699829,-1.2357956171035767
209,-0.5828306674957275,-0.9038237929344177
210,-0.7778798937797546,-1.1185734272003174
211,-0.7616164088249207,-0.3418480157852173
212,-1.182361364364624,0.1369227170944214
213,-0.8889930844306946,-0.6443542242050171
214,-1.120072841644287,-0.5987215042114258
215,-0.8104444146156311,-0.5642352104187012
216,-0.7069997787475586,-0.6840340495109558
217,-0.4177568852901459,-0.5157890915870667
218,-1.216983675956726,-0.8092950582504272
219,-0.978486955165863,-0.6863833069801331
220,-0.6997827291488647,0.24527835845947266
221,-0.6490364074707031,-0.8696246147155762
222,-0.38746148347854614,-0.8202877044677734
223,-0.6675108671188354,-1.2366726398468018
224,-1.0159083604812622,-0.6888195276260376
225,-0.10891608148813248,-0.35919860005378723
226,-0.4091626703739166,-0.868003249168396
227,-0.4032016694545746,-0.8221390247344971
228,-1.2025878429412842,-0.8127849102020264
229,-0.6476500034332275,-0.21600335836410522
230,-1.131395936012268,-1.2881715297698975
231,-0.46868637204170227,-1.0549439191818237
232,0.031514961272478104,-0.6858794093132019
233,-0.5753113031387329,-1.4129774570465088
234,-0.5356714725494385,-0.8144257068634033
235,-0.1600174605846405,-1.785996913909912
236,-0.5027229189872742,-1.2825779914855957
237,-0.5283722281455994,-0.8276680111885071
238,0.4122195541858673,-0.6730881929397583
239,-0.4713752865791321,-0.8961087465286255
240,-0.0893813893198967,-1.108907699584961
241,-0.5631891489028931,-0.4701090455055237
242,0.13768985867500305,-1.3829964399337769
243,-1.1712639331817627,-1.0809876918792725
244,-0.7091647982597351,-0.6727226972579956
245,-0.7377541661262512,-1.3070712089538574
246,-0.28103235363960266,-0.8514835834503174
247,-0.41014161705970764,-1.0025255680084229
248,-0.25029218196868896,-1.1098438501358032
249,-0.1042388454079628,-0.9439278841018677
250,0.07502126693725586,-0.6413999199867249
251,-0.459902286529541,-1.5536437034606934
252,-0.04944946616888046,-0.8534331917762756
253,-0.6089603900909424,-1.410247802734375
254,-0.2729983925819397,-1.048321008682251
255,-0.5121077299118042,-1.516929030418396
256,-0.4178788363933563,-1.9175933599472046
257,-0.6198322772979736,-1.1918463706970215
258,-0.7018817067146301,-1.6392420530319214
259,-0.28692349791526794,-1.7899725437164307
260,-0.04738912731409073,-0.18034738302230835
261,-0.615190863609314,-0.5162966251373291
262,0.03318649157881737,-0.504378616809845
263,-0.2913287281990051,-0.6993318796157837
264,-0.26908886432647705,-0.8811144828796387
265,-0.2939721345901489,-1.104781150817871
266,-0.19889527559280396,-1.1439787149429321
267,-0.11364315450191498,-0.6466801166534424
268,0.09830296784639359,-0.3029417395591736
269,-0.38311856985092163,-2.2460546493530273
270,-0.501430094242096,-0.6602464318275452
271,-0.2469436377286911,-0.9996726512908936
272,-0.5317594408988953,-2.1290483474731445
273,-0.1993720978498459,-0.5516461730003357
274,-0.1550006866455078,-0.6715608239173889
275,-0.8861761689186096,-2.0731844902038574
276,-0.9040388464927673,-1.6617432832717896
277,-0.41398361325263977,-2.3285908699035645
278,-0.9499597549438477,-2.0760419368743896
279,-0.26899850368499756,-1.3888554573059082
280,-0.11900532245635986,-0.6732436418533325
281,0.0644061416387558,-1.9543840885162354
282,-0.6048464179039001,-2.4410781860351562
283,-0.23646153509616852,-2.292140483856201
284,-0.6969295144081116,-0.8927015066146851
285,0.16945114731788635,-1.2837834358215332
286,-0.07174517959356308,-1.4791224002838135
287,-0.42578715085983276,-1.3202002048492432
288,-0.7286859154701233,-2.4645979404449463
289,-0.3418530821800232,0.04531872272491455
290,-0.48834896087646484,-2.035581588745117
291,0.12902899086475372,-1.5576971769332886
292,-0.49484363198280334,-2.1930227279663086
293,-0.19648346304893494,-0.8184720873832703
294,0.034589387476444244,-1.0859358310699463
295,-0.5978257656097412,-0.7982563972473145
296,-0.17169682681560516,-1.9700747728347778
297,-0.17423221468925476,-2.3380520343780518
298,-0.04265604913234711,-1.669846773147583
299,-0.05460619926452637,-1.1203945875167847
300,-0.4081873595714569,-1.5227750539779663
301,-0.29691416025161743,-0.8653482794761658
302,-0.42349672317504883,-1.4970266819000244
303,-0.32713571190834045,-1.0157959461212158
304,-0.3562358021736145,-0.6567481160163879
305,-0.008144744671881199,-1.4261529445648193
306,-0.48342010378837585,-2.1456382274627686
307,0.308277428150177,-1.2426159381866455
308,-0.2642371654510498,-1.6896761655807495
309,-0.9359862208366394,-2.533782482147217
310,-0.14081381261348724,-1.3579907417297363
311,-0.9380543231964111,-0.88472980260849
312,-0.8792470693588257,-1.4746558666229248
313,-0.15283863246440887,-1.1629626750946045
314,-0.5015909671783447,-0.36998963356018066
315,-1.1649363040924072,-1.275071382522583
316,-0.7060746550559998,-1.1434381008148193
317,0.02103923074901104,-1.2032946348190308
318,-0.9372429251670837,-2.2458925247192383
319,-0.8438097238540649,-1.4570437669754028
320,-0.920847475528717,-1.1765493154525757
321,-0.55845046043396,-1.72038996219635
322,-0.463241308927536,-1.3778263330459595
323,-0.5207005739212036,-1.012357473373413
324,-0.9080396294593811,-1.9181256294250488
325,-0.8336488008499146,-2.182147264480591
326,-0.30618762969970703,-1.2198622226715088
327,-0.5771757364273071,-1.5721375942230225
328,-0.42205381393432617,-1.8911502361297607
329,-0.7762430906295776,-2.4736571311950684
330,-0.1463044434785843,-1.4864647388458252
331,-1.3820079565048218,-1.4827885627746582
332,-0.5070578455924988,-2.200998306274414
333,-0.5025306344032288,-2.6815850734710693
334,-0.7853137850761414,-1.5594592094421387
335,-0.963070273399353,-2.7770469188690186
336,-0.9502241611480713,-0.8861228227615356
337,-0.6356894969940186,-2.037559747695923
338,-1.29496169090271,-1.031176209449768
339,-1.213724136352539,-1.8998675346374512
340,-0.48365432024002075,-2.19118332862854
341,-1.406614065170288,-2.031935691833496
342,-1.1150461435317993,-1.3007169961929321
343,-0.7735669016838074,-2.1614747047424316
344,-0.5324841737747192,-2.003109931945801
345,-1.444883108139038,-1.6452863216400146
346,-0.6607645750045776,-1.5446934700012207
347,-0.9006646871566772,-1.279728651046753
348,-0.45983320474624634,-1.2885876893997192
349,-0.5015727281570435,-2.0334277153015137
350,-0.8802372217178345,-1.5031999349594116
351,-0.915681779384613,-0.4664827585220337
352,-1.1453529596328735,-1.6651756763458252
353,-0.5478784441947937,-0.7137416005134583
354,-0.4715176224708557,-1.9942656755447388
355,-0.6408880949020386,-0.7510510683059692
356,-1.4281539916992188,-1.286118507385254
357,-0.7149683833122253,-0.6934244632720947
358,-0.6635820269584656,-1.9411468505859375
359,-0.28040561079978943,-0.6481086611747742
360,-0.27382418513298035,-1.7475649118423462
361,-0.7329212427139282,-1.4991252422332764
362,-0.6469632387161255,-1.4100431203842163
363,-0.5982027649879456,-1.5405747890472412
364,-1.1070291996002197,-1.883837342262268
365,-0.6389570832252502,-1.0552226305007935
366,-0.9317513704299927,-1.82673978805542
367,-1.0486608743667603,-1.3612523078918457
368,-0.8918620347976685,-0.5108616352081299
369,-0.5379176735877991,-0.4799095392227173
370,-1.022371768951416,-0.5405460000038147
371,-0.7246832251548767,-1.821820855140686
372,-0.8149186372756958,-1.199152946472168
373,-0.6155059933662415,-0.9704568386077881
374,-0.46656882762908936,-1.2235760688781738
375,-1.26410710811615,-0.9224450588226318
376,-1.6504957675933838,-1.3999876976013184
377,-1.2967275381088257,-1.3401284217834473
378,-0.6727187633514404,-0.9425767064094543
379,-1.0374120473861694,-1.189122200012207
380,-1.2296212911605835,0.4377037286758423
381,-1.1270695924758911,-1.0738344192504883
382,-1.3102600574493408,-1.055473804473877
383,-1.1923623085021973,-1.5421135425567627
384,-1.156130313873291,-1.4732167720794678
385,-1.0081685781478882,-1.2731980085372925
386,-0.8302200436592102,-1.928404450416565
387,-1.1512811183929443,-0.5388992428779602
388,-0.8692055940628052,-0.8114581108093262
389,-0.7347632050514221,-0.9960625767707825
390,-0.7378965020179749,-1.2491302490234375
391,-1.0241045951843262,-0.2978861927986145
392,-0.3923551142215729,-1.2519137859344482
393,-0.8871793150901794,-0.6898707151412964
394,-0.5224828124046326,-1.547845482826233
395,-0.9347456693649292,-0.6751582622528076
396,-1.107212781906128,-1.8947384357452393
397,-1.0909563302993774,-0.16415393352508545
398,-1.4587491750717163,-1.3314615488052368
399,-0.8744433522224426,-1.212327480316162
400,-1.062659740447998,-2.327691078186035
401,-1.1248819828033447,-0.8191297650337219
402,-1.0447502136230469,-0.8634322881698608
403,-0.4663589894771576,-0.5852708220481873
404,-1.183058261871338,-1.35599946975708
405,-0.6512634754180908,-1.389585256576538
406,-0.9438250064849854,-1.0788310766220093
407,-1.4673997163772583,0.0977252721786499
408,-1.4931057691574097,-1.071163535118103
409,-1.1893389225006104,-0.3064638376235962
410,-1.4331973791122437,-0.6832525730133057
411,-1.0692485570907593,-1.195807933807373
412,-0.8410922884941101,-1.3033359050750732
413,-1.4994544982910156,-0.9395937919616699
414,-0.776986300945282,-1.6244919300079346
415,-0.9678226113319397,-1.0041663646697998
416,-1.0816168785095215,-1.5124928951263428
417,-0.6831331849098206,-0.6267657279968262
418,-0.8648168444633484,-0.7002251148223877
419,-0.9259226322174072,-1.308908224105835
420,-0.9998550415039062,-1.0804495811462402
421,-0.8692396879196167,-0.04929220676422119
422,-1.1107943058013916,-0.8004821538925171
423,-1.2965800762176514,-0.6725260019302368
424,-1.2277252674102783,-2.078402042388916
425,-1.4201830625534058,-1.3829610347747803
426,-1.3235549926757812,-1.3491547107696533
427,-1.399670958518982,-0.6427426338195801
428,-0.7618293762207031,-0.8373647928237915
429,-0.9232243895530701,-0.5981334447860718
430,-1.0731093883514404,-0.8727647066116333
431,-2.0849554538726807,-0.7586832046508789
432,-1.6025245189666748,-0.42783045768737793
433,-1.3143473863601685,-1.8957369327545166
434,-1.57877779006958,-0.9132516384124756
435,-2.0232253074645996,0.014634966850280762
436,-1.1577229499816895,-0.9898892641067505
437,-1.2596107721328735,-0.6944626569747925
438,-1.0447779893875122,-0.40594005584716797
439,-1.7078337669372559,-0.6598232984542847
440,-1.3757785558700562,-0.8616387844085693
441,-0.44265735149383545,-0.5768011808395386
442,-1.454378366470337,-0.04561042785644531
443,-1.7131620645523071,-0.4119386672973633
444,-1.836430311203003,-0.5806286334991455
445,-0.561458170413971,-1.3391802310943604
446,-2.068976402282715,-0.5608156323432922
447,-1.2810848951339722,-0.5319058895111084
448,-1.3116374015808105,0.2872408628463745
449,-0.8243793249130249,-0.7909612655639648
450,-1.338394284248352,-0.7592822313308716
451,-1.4139825105667114,-0.8474233150482178
452,-1.3974562883377075,0.34848034381866455
453,-1.5627460479736328,-0.6017252206802368
454,-1.3525240421295166,0.4574333429336548
455,-1.7659517526626587,-0.7003318071365356
456,-0.9851804375648499,-0.7242342233657837
457,-0.9691677093505859,-0.6456551551818848
458,-2.2871172428131104,0.011828899383544922
459,-1.3219332695007324,-0.2321985960006714
460,-1.0161805152893066,-1.063816785812378
461,-1.107133150100708,-1.4858514070510864
462,-1.8869398832321167,-0.180974543094635
463,-1.0995982885360718,-0.2080543041229248
464,-1.7859615087509155,-1.2029335498809814
465,-1.1261487007141113,0.19227159023284912
466,-0.9869897365570068,-0.4519381523132324
467,-1.5569262504577637,-0.04827702045440674
468,-1.0927709341049194,-0.6275815963745117
469,-1.931902527809143,-0.9760898351669312
470,-0.8214722871780396,-0.8900591135025024
471,-1.354162573814392,-1.5219701528549194
472,-1.568535327911377,-0.47219598293304443
473,-1.1593722105026245,0.010305643081665039
474,-1.5219203233718872,-0.37002646923065186
475,-1.541445016860962,-0.9077564477920532
476,-0.6913164258003235,-0.8127741813659668
477,-1.0228596925735474,-0.33946657180786133
478,-1.6976430416107178,-0.9186846017837524
479,-1.2788692712783813,-0.9776760935783386
480,-1.1639418601989746,-1.5674118995666504
481,-1.3009415864944458,0.158233642578125
482,-1.0909664630889893,-0.2818495035171509
483,-0.9632035493850708,0.12276601791381836
484,-0.9510864019393921,-0.6935383081436157
485,-1.6697509288787842,0.025639057159423828
486,-0.7176532745361328,-0.45391762256622314
487,-1.0735434293746948,-1.4241026639938354
488,-1.060857892036438,-0.7042384147644043
489,-1.2187530994415283,-0.5465765595436096
490,-1.8013110160827637,-0.23415017127990723
491,-1.70175302028656,-0.6106936931610107
492,-1.835000991821289,-0.8804511427879333
493,-2.092714548110962,0.024316072463989258
494,-1.302708387374878,-0.9711042642593384
495,-1.0253556966781616,0.6067322492599487
496,-1.5009880065917969,-0.8235917091369629
497,-1.2969406843185425,0.0940786600112915
498,-0.8127505779266357,-0.6119267344474792
499,-1.8669713735580444,0.013591647148132324
500,-1.6350141763687134,0.5648996829986572
501,-1.4439752101898193,0.6697194576263428
502,-1.457090139389038,0.38124310970306396
503,-0.38119059801101685,-0.8237398862838745
504,-0.9717389941215515,0.5235680341720581
505,-0.7459875345230103,-0.5591375827789307
506,-0.5370609164237976,0.0527271032333374
507,-0.7441403865814209,-0.5493220090866089
508,-1.055476188659668,0.42956459522247314
509,-1.040641188621521,0.10510134696960449
510,-1.3618758916854858,-0.13394713401794434
511,-0.5720188021659851,-0.6466576457023621
512,-0.9235419034957886,-0.3023794889450073
513,-0.14463430643081665,0.5477335453033447
514,-1.2051829099655151,-0.0031262636184692383
515,-0.9643309116363525,-0.8514366149902344
516,-1.6394469738006592,-1.2066140174865723
517,-2.4471771717071533,-0.949305534362793
518,-1.348759412765503,-0.4669400453567505
519,-1.1902046203613281,-0.09847807884216309
520,-1.702129602432251,-0.669581413269043
521,-1.2198448181152344,0.010318756103515625
522,-0.7930737733840942,-0.41160452365875244
523,-0.2797295153141022,-1.806074619293213
524,-1.5920162200927734,-0.09830737113952637
525,-1.2973285913467407,-1.2391014099121094
526,-1.883380651473999,0.13841032981872559
527,-2.3267438411712646,-0.7844499349594116
528,-1.7353087663650513,-0.616215705871582
529,-1.1511356830596924,-0.9391151666641235
530,-1.1040303707122803,-0.12933170795440674
531,-1.6751238107681274,-0.12080860137939453
532,-1.548238754272461,-1.044023871421814
533,-1.7317270040512085,-1.3968048095703125
534,-1.268564224243164,-0.847754955291748
535,-1.3746637105941772,-0.592174768447876
536,-1.1986874341964722,0.2415604591369629
537,-1.352882742881775,-0.08632421493530273
538,-0.6780129075050354,-0.8106749057769775
539,-1.7072603702545166,0.129067063331604
540,-1.6674530506134033,-0.5531620979309082
541,-0.860153079032898,-1.6240167617797852
542,-1.2325574159622192,0.4340062141418457
543,-1.2216804027557373,0.37351393699645996
544,-1.0745162963867188,-1.0352530479431152
545,-1.2409170866012573,0.35391098260879517
546,-1.2734439373016357,-0.1641331911087036
547,-1.1075383424758911,-0.36839067935943604
548,-1.65478515625,-0.4215902090072632
549,-1.9359370470046997,-0.37750375270843506
550,-1.1257777214050293,-0.6373163461685181
551,-1.3235551118850708,0.3897634744644165
552,-1.476800799369812,-0.10289323329925537
553,-0.9217876195907593,0.7384719848632812
554,-0.8188102841377258,-0.1722496747970581
555,-0.9502849578857422,-0.6814402937889099
556,-0.6086223721504211,-0.5689395070075989
557,-1.3153635263442993,-0.2818371057510376
558,-1.1242069005966187,-1.8035625219345093
559,-1.3815653324127197,-0.902949869632721
560,-1.5688389539718628,-0.8555271029472351
561,-1.192151427268982,-0.6838490962982178
562,-0.6988160610198975,-0.869354248046875
563,-1.305604338645935,0.6537012457847595
564,-0.8242067694664001,-0.509343683719635
565,-0.6084600687026978,-0.35531747341156006
566,-1.124035358428955,-0.1868131160736084
567,-1.5746785402297974,-0.14278244972229004
568,-1.3345898389816284,-0.3258030414581299
569,-1.0224207639694214,-1.2330424785614014
570,-0.24731877446174622,-1.098393201828003
571,-1.0132522583007812,-0.6389564275741577
572,-0.5858543515205383,-0.4393596053123474
573,-1.3350300788879395,-0.32158803939819336
574,-0.7160994410514832,-0.05712080001831055
575,-1.2756208181381226,-1.2165400981903076
576,-0.9775756597518921,0.016300559043884277
577,-0.8699663877487183,-0.0201948881149292
578,-1.0562366247177124,-0.9518002271652222
579,-1.0948909521102905,-0.761955976486206
580,-0.9855309724807739,-0.8891042470932007
581,-0.6914081573486328,0.356555700302124
582,-1.0111125707626343,-0.6753031015396118
583,-0.7896830439567566,-1.0379550457000732
584,-0.14267267286777496,-0.30139684677124023
585,-0.5096561312675476,-0.5777199268341064
586,-0.524116039276123,0.5206706523895264
587,-0.8990920782089233,-0.8444150686264038
588,-1.2540667057037354,-0.1229790449142456
589,-1.2789019346237183,0.7683336734771729
590,-0.9766901731491089,0.43338489532470703
591,-0.24119199812412262,0.2042931318283081
592,-0.7227157950401306,-0.6981592178344727
593,-0.22298292815685272,-0.9174882173538208
594,-0.4586087763309479,0.34669095277786255
595,-0.133993998169899,-0.5377428531646729
596,-0.9572743773460388,-0.2833239436149597
597,-1.0231422185897827,0.19418561458587646
598,-0.9643844962120056,-0.3350858688354492
599,-1.4709587097167969,0.17803895473480225
600,-1.5183932781219482,-0.18842625617980957
601,-0.609033465385437,0.07321363687515259
602,-0.5627709627151489,0.5480053424835205
603,-0.6634986400604248,-0.18051046133041382
604,-0.9958286881446838,-0.4579113721847534
605,-0.8118129372596741,0.9924646019935608
606,-0.5644630193710327,-0.2095319628715515
607,-1.2369821071624756,0.8146889209747314
608,-0.059435732662677765,-0.9782540202140808
609,-0.4689670205116272,-0.012229323387145996
610,-0.992489755153656,0.37434935569763184
611,-0.8736488223075867,0.15194135904312134
612,-1.2350491285324097,-0.23066413402557373
613,-1.4919272661209106,0.90721595287323
614,-0.11905345320701599,-0.41337937116622925
615,-0.8781699538230896,-0.46979570388793945
616,-1.3979830741882324,-0.8014703989028931
617,-0.7971240878105164,-0.4235782027244568
618,-0.8553029298782349,0.4878077507019043
619,-0.16037693619728088,0.7621615529060364
620,-0.5989351868629456,-0.17229896783828735
621,-0.31755179166793823,-0.47050005197525024
622,-1.560116171836853,-0.3199065923690796
623,-0.84649658203125,0.28512704372406006
624,-0.293244332075119,0.08308780193328857
625,-0.90118807554245,-0.15062516927719116
626,-0.5253569483757019,0.023392677307128906
627,-0.5771826505661011,-0.9902047514915466
628,-0.9997197389602661,0.7785436511039734
629,-0.5625333189964294,-0.05518299341201782
630,-0.7778729796409607,-0.6537970900535583
631,-0.9430063962936401,0.309296190738678
632,-1.0659338235855103,0.008368849754333496
633,-1.5068715810775757,0.11672937870025635
634,-0.4297069311141968,0.5572134852409363
635,-0.5785933136940002,-0.616180956363678
636,-0.19652096927165985,-0.533257007598877
637,-1.4562479257583618,0.6388090252876282
638,-0.6846771240234375,-0.6132110357284546
639,-0.17757603526115417,-0.32743072509765625
640,-0.3512805998325348,-1.3146085739135742
641,-0.7761379480361938,0.08784991502761841
642,-1.5932564735412598,-0.9776134490966797
643,-1.0242328643798828,0.793116569519043
644,-0.564390242099762,0.06117898225784302
645,-0.5216161012649536,-0.613702118396759
646,-0.11686435341835022,-0.2622224986553192
647,-0.6144227385520935,0.9674021601676941
648,-0.5807764530181885,-0.1426849365234375
649,-1.1486948728561401,-0.4253474473953247
